system_id,plot_id,t,x,y,z,sig_x,sig_y,sig_z,target_id,latitude,longitude,altitude,STN
1,1001,5.0,4487727.558269283,3082387.845508761,3323096.339087818,500,500,500,1,31.570154827524103,34.48315823614219,6072.8620931888,1
1,1002,6.5,4488442.79184747,3082696.225537793,3325460.188747059,500,500,500,1,31.584692333713463,34.48157203991589,7961.703858794644,1
1,1003,8.0,4488787.839140728,3082624.5164249567,3327968.659014105,500,500,500,1,31.60278561477519,34.47889466199248,9483.56725745648,1
1,1004,9.5,4489229.131530003,3083262.0474271774,3330135.95744579,500,500,500,1,31.61598498851559,34.481795417362925,11236.67721200548,1
1,1005,11.0,4491144.144408335,3083923.8767901063,3331698.753608169,500,500,500,1,31.61874683031564,34.476130818718154,13719.309909572825,1
1,1006,12.5,4490865.813838391,3084382.501587888,3333650.9454005267,500,500,500,1,31.633562378663303,34.48176385405248,14768.697606427597,1
1,1007,14.0,4491992.771573942,3084538.766113491,3335339.7250673566,500,500,500,1,31.64169616291186,34.47640961934534,16520.778499871492,1
1,1008,15.5,4491657.458197369,3085838.628488988,3337509.3480429263,500,500,500,1,31.656139373171744,34.48967145880529,18050.40139277652,1
1,1009,17.0,4492659.876623496,3087056.614818261,3339211.80803155,500,500,500,1,31.66201494936567,34.49425709633792,20234.30247418676,1
1,1010,18.5,4493011.648050992,3086462.863587517,3341004.5008521457,500,500,500,1,31.675949016873727,34.48701943321309,21136.09050832875,1
1,1011,20.0,4493894.306847877,3086846.2180847498,3342198.362544568,500,500,500,1,31.680622033372305,34.485087867431524,22566.911378718916,1
1,1012,21.5,4495048.884413064,3088360.9907058966,3343994.9263057783,500,500,500,1,31.68581975610726,34.49133747299587,25050.219156901352,1
1,1013,23.0,4495675.746630507,3089216.4973530024,3346313.1586408284,500,500,500,1,31.698812655983957,34.49501526138212,27119.96834994201,1
1,1014,24.5,4496281.090577213,3089841.960680981,3347134.9819512125,500,500,500,1,31.70106578725907,34.496828613230115,28277.66868772544,1
1,1015,26.0,4496868.65872751,3089667.015715037,3349078.034399954,500,500,500,1,31.714088732984727,34.49181987201491,29626.601438152604,1
1,1016,27.5,4497014.179111828,3090455.934658394,3350958.609409809,500,500,500,1,31.725772455883373,34.49778224218205,31097.41848377697,1
1,1017,29.0,4498031.484024842,3090535.3307173816,3352261.6518357475,500,500,500,1,31.731548991191985,34.49242014967334,32534.06051711738,1
1,1018,30.5,4498078.586575083,3091185.7305237697,3353269.359354011,500,500,500,1,31.7373169972345,34.49776761669865,33410.389559053816,1
1,1019,32.0,4497512.744211371,3092311.905946174,3356155.126781286,500,500,500,1,31.758519526716693,34.51087498428313,35074.790394793265,1
1,1020,33.5,4498980.196543493,3092539.11160923,3356689.3416762976,500,500,500,1,31.756277767924388,34.50411431955145,36493.61722011119,1
1,1021,35.0,4499242.827822294,3093061.6783557064,3358731.9482702045,500,500,500,1,31.769430274837543,34.50707223715008,38004.5607099114,1
1,1022,36.5,4500011.385707862,3093916.482201701,3361018.1480301325,500,500,500,1,31.78157586374742,34.50989466814366,40158.54340204224,1
1,1023,38.0,4500741.123935688,3094726.529948028,3362807.4742967696,500,500,500,1,31.790200215138395,34.51255981144962,42002.31141726114,1
1,1024,39.5,4501217.185118999,3094199.2137242844,3363908.059983649,500,500,500,1,31.798139058605443,34.50517261068066,42661.68898450304,1
1,1025,41.0,4502370.674187311,3095303.2871796624,3365741.570567034,500,500,500,1,31.804657279578063,34.50786147806284,44967.31990074366,1
1,1026,42.5,4501854.090997075,3095376.951808946,3368042.6110240105,500,500,500,1,31.82397867208298,34.511567253240315,45854.09309144225,1
1,1027,44.0,4502467.244312855,3096297.5485585663,3368678.747631921,500,500,500,1,31.823970077187383,34.515878691142355,47062.0175383836,1
1,1028,45.5,4502901.039843968,3096790.951286172,3368995.077082704,500,500,500,1,31.82336919367716,34.51756396355139,47770.07638990413,1
1,1029,47.0,4502915.389902492,3097531.701441012,3370785.2458899,500,500,500,1,31.834944928167506,34.523877127502445,49080.89638223965,1
1,1030,48.5,4504209.711512729,3097611.9163429267,3372575.0470243613,500,500,500,1,31.843301776374712,34.516881281432504,50969.660375962034,1
1,1031,50.0,4503784.130990017,3097410.600622789,3373568.8863350884,500,500,500,1,31.85304854091355,34.51767035880537,51099.31021936983,1
1,1032,51.5,4504295.28884784,3098988.7419616464,3376045.2693072325,500,500,500,1,31.865650998799715,34.528261599137885,53523.77707346343,1
