altitude,latitude,longitude,time,id
4356.771694501862,31.594244660157724,34.42945804898946,5.0,1
4451.8775566685945,31.594853123536826,34.42916766407916,5.10004066693778,1
4546.939630432986,31.595461727283723,34.428877849864456,5.200081333875559,1
4641.913291173056,31.596070630702354,34.42858917214089,5.300122000813339,1
4736.753914106637,31.59667999310928,34.4283021966751,5.400162667751118,1
4831.416874292307,31.59728997383369,34.42801748920517,5.500203334688898,1
4925.85754665453,31.597900732217347,34.427735615440845,5.6002440016266775,1
5020.031306005083,31.598512427614644,34.42745714106411,5.700284668564457,1
5113.893527066335,31.599125219392526,34.42718263172962,5.800325335502237,1
5207.399584511295,31.599739266930467,34.4269126530654,5.900366002440016,1
5300.504852994345,31.600354729620502,34.42664777067354,6.000406669377796,1
5393.164707196876,31.600971766867175,34.4263885501311,6.100447336315575,1
5485.334521878511,31.601590538087457,34.42613555699098,6.200488003253355,1
5576.969671919011,31.602211202710816,34.425889356782974,6.3005286701911345,1
5668.02553238906,31.602833920179112,34.42565051501493,6.400569337128914,1
5758.457478608936,31.603458849946545,34.4254195971739,6.500610004066694,1
5848.236535475589,31.60408610935963,34.42519705532372,6.600650671004473,1
5937.395190572366,31.604715650341728,34.42498289612857,6.700691337942253,1
6025.9810186186805,31.605347384196683,34.42477701693623,6.800732004880032,1
6114.041594338603,31.605981222213362,34.424579315110186,6.900772671817812,1
6201.624492448755,31.60661707566546,34.424389688028675,7.0008133387555915,1
6288.777287636884,31.60725485581139,34.424208033084014,7.100854005693371,1
6375.547554554418,31.607894473894117,34.42403424768178,7.200894672631151,1
6461.982867797837,31.608535841141013,34.42386822924011,7.30093533956893,1
6548.130801896565,31.609178868763745,34.42370987518884,7.40097600650671,1
6634.038931292482,31.609823467958208,34.423559082968964,7.501016673444489,1
6719.754830335267,31.610469549904327,34.42341575003179,7.601057340382269,1
6805.326073257253,31.611117025766102,34.423279773838345,7.701098007320049,1
6890.800234175287,31.611765806691423,34.42315105185865,7.801138674257828,1
6976.224887066521,31.612415803812105,34.423029481571135,7.901179341195608,1
7061.647605728358,31.61306692824376,34.42291496046202,8.001220008133387,1
7147.100428559817,31.613719085114663,34.42280744024937,8.101260675071167,1
7232.555484683253,31.614372156523647,34.42270708176118,8.201301342008946,1
7317.970463564619,31.615026019040023,34.422614096218304,8.301342008946726,1
7403.303054170683,31.61568054925654,34.42252869483479,8.401382675884506,1
7488.510944978334,31.616335623789343,34.42245108881834,8.501423342822285,1
7573.551823999733,31.61699111927783,34.42238148937081,8.601464009760065,1
7658.383378808387,31.617646912384537,34.42232010768861,8.701504676697844,1
7742.963296557777,31.618302879795,34.422267154963265,8.801545343635624,1
7827.249264007434,31.61895889821756,34.42222284238193,8.901586010573403,1
7911.198967547156,31.619614844383197,34.422187381127905,9.001626677511183,1
7994.770093227737,31.62027059504533,34.42216098238125,9.101667344448963,1
8077.9203267795965,31.62092602697954,34.42214385731934,9.201708011386742,1
8160.607353649102,31.621581016983402,34.422136217117476,9.301748678324522,1
8242.788859022781,31.62223544187613,34.42213827294955,9.401789345262301,1
8324.42252794467,31.6228891784987,34.42215023598794,9.501830012200081,1
8405.4805516731,31.623542164862517,34.42217219189167,9.60187067913786,1
8485.990050171502,31.62419457052329,34.422203751071386,9.70191134607564,1
8565.99114337936,31.62484661980439,34.422244411484286,9.80195201301342,1
8645.523952615447,31.62549853699977,34.422293671102395,9.9019926799512,1
8724.628600521944,31.626150546374504,34.422351027911795,10.002033346888979,1
8803.345210997388,31.626802872165268,34.42241597991199,10.102074013826758,1
8881.713909147307,31.627455738580778,34.422488025115236,10.202114680764538,1
8959.774821233004,31.628109369802225,34.42256666154598,10.302155347702318,1
9037.568074624985,31.628763989983526,34.42265138724026,10.402196014640097,1
9115.13379775919,31.629419823251745,34.42274170024522,10.502236681577877,1
9192.512120105326,31.630077093707218,34.422837098618594,10.602277348515656,1
9269.743172135204,31.630736025423836,34.4229370804283,10.702318015453436,1
9346.867085287347,31.631396842449178,34.42304114375198,10.802358682391215,1
9423.923991953023,31.6320597688046,34.42314878667672,10.902399349328995,1
9500.954025423154,31.63272502848387,34.42325950729982,11.002440016266775,1
9577.995272462256,31.633392740715887,34.42337289088559,11.102480683204554,1
9655.078207491897,31.634062635300243,34.42348884675318,11.202521350142334,1
9732.231534560211,31.63473435155732,34.42360735951403,11.302562017080113,1
9809.483955877833,31.63540752881281,34.42372841377604,11.402602684017893,1
9886.86417181138,31.636081806397705,34.42385199414346,11.502643350955672,1
9964.400880860165,31.63675682364829,34.423978085216625,11.602684017893452,1
10042.122779658996,31.637432219906223,34.424106671591765,11.702724684831232,1
10120.05856297072,31.638107634518573,34.424237737860786,11.802765351769011,1
10198.23692368716,31.638782706837944,34.42437126861108,11.90280601870679,1
10276.686552827246,31.639457076222598,34.42450724842531,12.00284668564457,1
10355.436139537022,31.64013038203668,34.424645661881236,12.10288735258235,1
10434.514371101744,31.640802263650325,34.4247864935515,12.20292801952013,1
10513.949932948686,31.641472360440016,34.424929728003434,12.302968686457909,1
10593.771508660167,31.642140311788737,34.42507534979888,12.403009353395689,1
10674.007779851556,31.64280575708915,34.42522334349362,12.503050020333468,1
10754.682261930779,31.6434684434015,34.425373679377145,12.603090687271248,1
10835.79961572215,31.644128510826352,34.42552627567481,12.703131354209027,1
10917.360201722011,31.644786189122062,34.42568103873654,12.803172021146807,1
10999.36438157782,31.64544170803629,34.425837874914606,12.903212688084587,1
11081.812518065795,31.64609529730593,34.4259966905638,13.003253355022368,1
11164.704975085333,31.646747186656917,34.426157392041546,13.103294021960147,1
11248.04211764317,31.64739760580412,34.42631988570806,13.203334688897927,1
11331.824311849661,31.64804678445117,34.42648407792644,13.303375355835707,1
11416.051924906671,31.64869495229031,34.426649875062786,13.403416022773486,1
11500.725325101055,31.649342339002256,34.42681718348636,13.503456689711266,1
11585.84488179814,31.649989174256074,34.42698590956963,13.603497356649045,1
11671.410965441726,31.650635687708995,34.42715595968844,13.703538023586825,1
11757.423947541974,31.65128210900629,34.42732724022209,13.803578690524605,1
11843.884200675413,31.651928667781075,34.42749965755341,13.903619357462384,1
