system_id,plot_id,t,x,y,z,sig_x,sig_y,sig_z,target_id,latitude,longitude,altitude,STN
1,1000,5.0,4488576.991277577,3081651.4486428904,3323780.8540923046,500,500,500,1,31.57407255338143,34.471709596612065,6672.679501418956,1
1,1001,6.5,4489064.61671907,3082766.77421709,3326295.4578585504,500,500,500,1,31.58849430047285,34.478479946489166,8869.87380299531,1
1,1002,8.0,4489436.838370065,3082912.280275974,3327150.927091452,500,500,500,1,31.59322057028168,34.47752501957832,9649.54284992814,1
1,1003,9.5,4489629.62698702,3083609.648413444,3329699.3520479035,500,500,500,1,31.610151081933523,34.48242439599617,11456.5492955409,1
1,1004,11.0,4490227.551594685,3084798.980887257,3331080.4055540645,500,500,500,1,31.61523502536655,34.48917492242177,13173.654966033064,1
1,1005,12.5,4490603.330179436,3085331.838682582,3333913.173820984,500,500,500,1,31.634055567199063,34.49155592250317,15179.68657553196,1
1,1006,14.0,4491976.704525312,3085391.5220158403,3334895.704327376,500,500,500,1,31.636080285695964,34.48389625701168,16687.595625298098,1
1,1007,15.5,4491893.390046801,3085568.780376212,3337058.513244081,500,500,500,1,31.652491408293503,34.48592838766882,17849.276954523288,1
1,1008,17.0,4493127.842482477,3085950.787114649,3338485.1884018434,500,500,500,1,31.65758909505791,34.48189119062911,19648.260735183023,1
1,1009,18.5,4494084.482045588,3086727.529770488,3340749.7466294486,500,500,500,1,31.66911964109598,34.48292817850467,21882.46461877413,1
1,1010,20.0,4493747.092848094,3088022.622388476,3342197.922617566,500,500,500,1,31.67804743948868,34.49615330627688,23030.32882718276,1
1,1011,21.5,4494260.583691342,3087046.7464313023,3344447.254979745,500,500,500,1,31.695856209449907,34.48464553900062,24101.76209569164,1
1,1012,23.0,4495042.893858167,3088395.323639008,3346312.274861937,500,500,500,1,31.703462164618912,34.49167039879531,26280.077212358825,1
1,1013,24.5,4496203.053564915,3088827.857452793,3347516.641837056,500,500,500,1,31.70699467900153,34.48851428598591,27934.933937906288,1
1,1014,26.0,4495749.493096394,3089110.184357901,3349003.747393404,500,500,500,1,31.71936316940157,34.493656216885114,28534.6468981551,1
1,1015,27.5,4497302.695644734,3090498.615911856,3352211.179040004,500,500,500,1,31.73409668113873,34.49643581914896,31978.967653084543,1
1,1016,29.0,4497340.333566976,3090382.2990489425,3352965.0246224147,500,500,500,1,31.74001410440758,34.495205436615684,32345.86313492991,1
1,1017,30.5,4497919.702211341,3090614.699381401,3353724.356430591,500,500,500,1,31.742932857130004,34.49377152065022,33263.35141070839,1
1,1018,32.0,4498592.305736746,3091877.265935804,3356426.430009272,500,500,500,1,31.757551219910614,34.500695773368165,35764.66749329865,1
1,1019,33.5,4499070.831243043,3092112.331293629,3357333.1349092345,500,500,500,1,31.761974655544847,34.4998842496056,36690.43947531376,1
1,1020,35.0,4500072.176004721,3092011.67869336,3358885.912441255,500,500,500,1,31.770184779811213,34.49306205028973,38161.08485889807,1
1,1021,36.5,4500147.38691372,3093019.4226805484,3360357.389322804,500,500,500,1,31.77841137469385,34.50133005237755,39473.8352970304,1
1,1022,38.0,4500238.75795305,3094239.9514197125,3362920.803491596,500,500,500,1,31.79431856118797,34.51133961373526,41475.85019470099,1
1,1023,39.5,4501721.820724615,3095248.473038601,3364613.2235942343,500,500,500,1,31.798739007992207,34.51124289771779,43891.90115601849,1
1,1024,41.0,4501515.397831398,3094366.6233464177,3364794.9217850366,500,500,500,1,31.80328312368654,34.50484772952962,43418.49297671765,1
1,1025,42.5,4502393.905423551,3095385.695813576,3367317.870729825,500,500,500,1,31.81634137669633,34.50843558830801,45854.14798882604,1
1,1026,44.0,4503126.221589227,3095791.6940339967,3369078.421433029,500,500,500,1,31.82579967704275,34.507593471673616,47490.62876850739,1
1,1027,45.5,4503010.237626188,3096474.7747103656,3369420.4408231163,500,500,500,1,31.82702518253997,34.51418390467933,47918.6096719848,1
