system_id,plot_id,t,x,y,z,sig_x,sig_y,sig_z,target_id,latitude,longitude,altitude,STN
1,1001,5.0,4487509.098900585,3081584.525288544,3322766.217178551,500,500,500,1,31.570615404639465,34.47749057933283,5359.130028990097,1
1,1002,6.5,4487901.705876532,3082059.087192955,3322986.937321468,500,500,500,1,31.56951578664142,34.479268678642114,5979.316441616975,1
1,1003,8.0,4489430.543009714,3081938.899922953,3324882.492331095,500,500,500,1,31.578440473342543,34.46911985775549,7987.637140937149,1
1,1004,9.5,4488692.915276646,3083177.2557529304,3328040.420757555,500,500,500,1,31.602228564488332,34.48425410190121,9721.051644817926,1
1,1005,11.0,4488895.145799576,3083703.1591740865,3328476.4903219,500,500,500,1,31.603381246314417,34.48761011513283,10345.14543136116,1
1,1006,12.5,4489914.776657283,3083816.8120714114,3329889.624127073,500,500,500,1,31.609947370427545,34.482522500532774,11856.338653494604,1
1,1007,14.0,4489909.018379046,3083707.990904574,3330813.2683311,500,500,500,1,31.617340967812257,34.481613226445184,12283.994053207338,1
1,1008,15.5,4491075.984640832,3084676.3066437184,3332786.2606618954,500,500,500,1,31.62533532504718,34.483059419938115,14604.376564535312,1
1,1009,17.0,4491220.287565718,3085304.5403955644,3334645.688401771,500,500,500,1,31.637339769413025,34.487645613450795,15983.690835502,1
1,1010,18.5,4491752.592651708,3086532.5107514905,3334613.3811433148,500,500,500,1,31.63174150124365,34.49511767557402,16932.33909857087,1
1,1011,20.0,4491808.357312822,3086681.637153706,3336631.042066293,500,500,500,1,31.6465757195889,34.49607774691399,18101.771530563943,1
1,1012,21.5,4492472.604539852,3087509.107600552,3339001.379412464,500,500,500,1,31.659923737381543,34.499291687059724,20210.61148112453,1
1,1013,23.0,4493323.196596704,3087063.7163046766,3339742.401543342,500,500,500,1,31.66347599048584,34.49037052403028,20981.57711097598,1
1,1014,24.5,4493245.1993209245,3087738.1140384744,3341405.198360665,500,500,500,1,31.67469714659801,34.49667631446333,22124.904242481105,1
1,1015,26.0,4494246.193777721,3088113.477359331,3342280.424539389,500,500,500,1,31.67649450106297,34.493970028706656,23467.505970066413,1
1,1016,27.5,4494398.170689846,3087838.612450468,3343454.448878747,500,500,500,1,31.68561468770108,34.490685354092854,24058.226318252277,1
1,1017,29.0,4493776.810959451,3088641.9761616667,3343913.8741006176,500,500,500,1,31.68939662424089,34.50133998267054,24250.951828765683,1
1,1018,30.5,4494987.091448592,3089638.1630394245,3346775.3183783493,500,500,500,1,31.70389501434558,34.5027626718983,27083.15578696318,1
1,1019,32.0,4495516.545807298,3090136.540811332,3347142.6576847327,500,500,500,1,31.703310136062065,34.50392646751206,27887.59472862165,1
1,1020,33.5,4496025.594406293,3090771.6864307444,3348890.082772476,500,500,500,1,31.712979613277305,34.506394950233506,29469.000400945544,1
1,1021,35.0,4496606.656763376,3089326.0329080364,3349605.3540795115,500,500,500,1,31.720045804462377,34.49042652383773,29555.87749900855,1
1,1022,36.5,4496642.887364767,3090639.093603505,3349940.870799558,500,500,500,1,31.718957161088884,34.501575530335224,30390.25191655755,1
1,1023,38.0,4497735.948645268,3091013.3970438326,3351944.093671734,500,500,500,1,31.72899726768622,34.49831388925615,32390.16398983356,1
1,1024,39.5,4498160.859334398,3091970.832113175,3353654.118808717,500,500,500,1,31.73783404014525,34.50407039317525,34048.64769664686,1
1,1025,41.0,4497651.576557155,3092173.9091868573,3353190.232064914,500,500,500,1,31.735732360892392,34.50885559627388,33545.548686807044,1
1,1026,42.5,4498263.402390092,3092519.2272965875,3354992.066974612,500,500,500,1,31.74617530245154,34.508204160652866,35088.594382295385,1
1,1027,44.0,4498153.82640979,3092921.99160607,3356320.775245387,500,500,500,1,31.755657599191338,34.51233924757827,35905.05491035152,1
1,1028,45.5,4498815.500662514,3093468.749363702,3357024.060856669,500,500,500,1,31.756984755786167,34.51313299632639,37002.20696105994,1
1,1029,47.0,4499050.562752314,3093176.1792611377,3357351.0312388386,500,500,500,1,31.759345666740284,34.509205435431674,37198.0548799634,1
1,1030,48.5,4499281.636929189,3094273.551107694,3359210.8364499523,500,500,500,1,31.76968835414637,34.51731999454925,38867.63454598561,1
1,1031,50.0,4500585.536141298,3093076.60791985,3359821.2398495106,500,500,500,1,31.77246909778822,34.499220651050464,39526.0076565044,1
1,1032,51.5,4499163.36563465,3095664.880810756,3360382.9996863264,500,500,500,1,31.775358406059787,34.530050224548525,40072.36099993717,1
1,1033,53.0,4501552.177560916,3096585.334131709,3362827.726872823,500,500,500,1,31.7822306546204,34.52380264676128,43476.363677936606,1
1,1034,54.5,4500428.813444532,3095575.0617990764,3363300.117868393,500,500,500,1,31.792896767657226,34.52174999283911,42451.81331479736,1
1,1035,56.0,4500479.467194072,3095907.144488002,3363781.2875384605,500,500,500,1,31.79547516401852,34.52431873143823,42900.76125469431,1
1,1036,57.5,4500454.442047555,3096548.420981832,3364854.835402763,500,500,500,1,31.8020297328274,34.53000884147922,43757.84871274233,1
1,1037,59.0,4500337.89342002,3097114.820349435,3365413.647414652,500,500,500,1,31.805220912644558,34.53559550572494,44243.6227346519,1
